CreateObject(867, 622.21, 849.61, 5999.66, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 634.40, 849.17, 6000.12, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 594.10, 934.69, 6000.60, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 587.17, 929.02, 6000.72, 0.00, 0.00, 0.00, 400.0);
CreateObject(865, 648.11, 846.26, 6000.70, 0.00, 0.00, 0.00, 400.0);
CreateObject(867, 686.40, 923.92, 5997.77, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 648.94, 844.39, 6000.72, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 677.42, 913.14, 5997.05, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 685.27, 922.09, 5997.70, 0.00, 0.00, 0.00, 400.0);
CreateObject(680, 637.83, 857.83, 5999.56, 0.00, 0.00, 0.00, 400.0);
CreateObject(867, 694.02, 893.39, 5996.50, 0.00, 0.00, 0.00, 400.0);
CreateObject(680, 679.63, 929.15, 5997.89, 0.00, 0.00, 0.00, 400.0);
CreateObject(864, 690.78, 878.95, 5996.79, 0.00, 0.00, 0.00, 400.0);
CreateObject(863, 691.76, 876.48, 5996.97, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 683.50, 929.15, 5997.83, 0.00, 0.00, 0.00, 400.0);
CreateObject(863, 661.97, 887.23, 5997.12, 0.00, 0.00, 0.00, 400.0);
CreateObject(858, 665.64, 926.92, 5998.35, 0.00, 0.00, 0.00, 400.0);
CreateObject(860, 669.59, 926.40, 5998.22, 0.00, 0.00, 0.00, 400.0);
CreateObject(879, 686.76, 898.90, 5996.45, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 672.33, 928.65, 5998.04, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 678.44, 930.40, 5997.85, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 676.34, 929.48, 5997.93, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 692.85, 903.07, 5996.60, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 687.59, 909.88, 5996.93, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 689.10, 904.02, 5996.56, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 689.58, 896.30, 5996.47, 0.00, 0.00, 0.00, 400.0);
CreateObject(880, 639.04, 841.38, 6000.47, 0.00, 0.00, 150.00, 400.0);
CreateObject(866, 636.19, 837.80, 6000.31, 0.00, 0.00, 0.00, 400.0);
CreateObject(3253, 681.03, 854.11, 5998.63, 0.00, 0.00, 180.00, 400.0);
CreateObject(868, 679.99, 920.99, 5997.66, 0.00, 0.00, 0.00, 400.0);
CreateObject(868, 675.19, 911.00, 5996.91, 0.00, 0.00, 0.00, 400.0);
CreateObject(879, 690.59, 853.48, 5998.81, 0.00, 0.00, 0.00, 400.0);
CreateObject(879, 682.30, 841.29, 5999.45, 0.00, 0.00, 280.00, 400.0);
CreateObject(3362, 628.20, 915.35, 5998.82, 0.00, 0.00, -90.00, 400.0);
CreateObject(866, 675.36, 841.52, 5999.19, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 672.80, 846.03, 5999.10, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 633.65, 924.91, 5999.50, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 626.10, 925.34, 5999.87, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 620.67, 924.27, 6000.06, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 617.13, 919.70, 5999.99, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 619.49, 913.51, 5999.71, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 637.99, 918.53, 5998.97, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 629.52, 920.68, 5999.47, 0.00, 0.00, 0.00, 400.0);
CreateObject(13590, 606.67, 828.67, 5999.44, 4.00, 0.00, -76.00, 400.0);
CreateObject(12957, 610.95, 838.41, 5999.28, -5.00, 0.00, 90.00, 400.0);
CreateObject(680, 611.82, 843.97, 5998.66, 0.00, 0.00, 90.00, 400.0);
CreateObject(866, 612.63, 841.61, 5998.85, 0.00, 0.00, 0.00, 400.0);
CreateObject(865, 603.00, 842.98, 5998.24, 0.00, 0.00, 0.00, 400.0);
